2024 Clinical Diagnostic Laboratory Fee Schedule ,,,,,,,,
"CPT codes, descriptions and other data only are copyright 2024 American Medical Association. All rights reserved. CPT is a registered trademark of the American Medical Association.",,,,,,,,
"The Department of Health and Human Services is planning for the federal Public Health Emergency for COVID-19 (PHE), declared under Section 319 of the Public Health Service Act, to expire at the end of the day on May 11, 2023.  Because of the termination of the PHE, HCPCS codes G2023, G2024, U0003, U0004, and U0005 will no longer be payable for dates of service on or after May 12, 2023, and the HCPCS codes will be terminated.",,,,,,,,
,,,,,,,,
YEAR,HCPCS,MOD,EFF_DATE,INDICATOR,RATE,SHORTDESC,LONGDESC,EXTENDED LONGDESC
2024,81458,,20240101,L,00000.00,So gsap dna cpy nmbr&mcrstl,Genomic sequence analysis panel of DNA for microsatellite instability and copy,"Solid organ neoplasm, genomic sequence analysis panel, interrogation for sequence variants; dna analysis, copy number variants and microsatellite instability"
2024,81459,,20240101,L,00000.00,So neo gsap dna/dna&rna,Genomic sequence analysis panel of DNA or combined DNA and RNA for copy number,"Solid organ neoplasm, genomic sequence analysis panel, interrogation for sequence variants; dna analysis or combined dna and rna analysis, copy number variants, microsatellite instability, tumor mutation burden, and rearrangements"
2024,81460,,20240101,N,01287.00,Whole mitochondrial genome,"Test for detecting genes associated with disease, genomic sequence, must","Whole mitochondrial genome (eg, leigh syndrome, mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes [melas], myoclonic epilepsy with ragged-red fibers [merff], neuropathy, ataxia, and retinitis pigmentosa [narp], leber hereditary optic neuropathy [lhon]), genomic sequence, must include sequence analysis of entire mitochondrial genome with heteroplasmy detection"
2024,81462,,20240101,L,00000.00,So gsap cll fr dna/dna&rna,Genomic sequence analysis of DNA or combined DNA and RNA in plasma for copy,"Solid organ neoplasm, genomic sequence analysis panel, cell-free nucleic acid (eg, plasma), interrogation for sequence variants; dna analysis or combined dna and rna analysis, copy number variants and rearrangements"
2024,81463,,20240101,L,00000.00,So gsap cl fr cpy nmbr&mcrst,Genomic sequence analysis of DNA in plasma for copy number variants and,"Solid organ neoplasm, genomic sequence analysis panel, cell-free nucleic acid (eg, plasma), interrogation for sequence variants; dna analysis, copy number variants, and microsatellite instability"
2024,81464,,20240101,L,00000.00,So gsap cll fr mcrstl ins,Genomic sequence analysis of DNA or combined DNA and RNA in plasma for copy,"Solid organ neoplasm, genomic sequence analysis panel, cell-free nucleic acid (eg, plasma), interrogation for sequence variants; dna analysis or combined dna and rna analysis, copy number variants, microsatellite instability, tumor mutation burden, and rearrangements"
2024,81465,,20240101,N,00936.00,Whole mitochondrial genome,"Test for detecting genes associated with disease, whole mitochondrial genome","Whole mitochondrial genome large deletion analysis panel (eg, kearns-sayre syndrome, chronic progressive external ophthalmoplegia), including heteroplasmy detection, if performed"
2024,81470,,20240101,N,00914.00,X-linked intellectual dblt,"Test for detecting genes associated with intellectual disability, genomic","X-linked intellectual disability (xlid) (eg, syndromic and non-syndromic xlid); genomic sequence analysis panel, must include sequencing of at least 60 genes, including arx, atrx, cdkl5, fgd1, fmr1, huwe1, il1rapl, kdm5c, l1cam, mecp2, med12, mid1, ocrl, rps6ka3, and slc16a2"
2024,81471,,20240101,N,00914.00,X-linked intellectual dblt,"Test for detecting genes associated with intellectual disability,","X-linked intellectual disability (xlid) (eg, syndromic and non-syndromic xlid); duplication/deletion gene analysis, must include analysis of at least 60 genes, including arx, atrx, cdkl5, fgd1, fmr1, huwe1, il1rapl, kdm5c, l1cam, mecp2, med12, mid1, ocrl, rps6ka3, and slc16a2"
2024,81490,,20240101,N,00840.65,Autoimmune ra alys 12 bmrk,Test for detecting genes associated with rheumatoid arthritis using immunoassay,"Autoimmune (rheumatoid arthritis), analysis of 12 biomarkers using immunoassays, utilizing serum, prognostic algorithm reported as a disease activity score"
2024,81493,,20240101,N,01050.00,Cor artery disease mrna,Test for detecting genes associated with heart vessels diseases,"Coronary artery disease, mrna, gene expression profiling by real-time rt-pcr of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score"
2024,81500,,20240101,N,00260.50,Onco (ovar) two proteins,"Genetic profiling on oncology biopsy of ovarian lesions, assays of two proteins","Oncology (ovarian), biochemical assays of two proteins (ca-125 and he4), utilizing serum, with menopausal status, algorithm reported as a risk score"
2024,81503,,20240101,N,00897.00,Onco (ovar) five proteins,"Genetic profiling on oncology biopsy of ovarian lesions, assays of five proteins","Oncology (ovarian), biochemical assays of five proteins (ca-125, apolipoprotein a1, beta-2 microglobulin, transferrin, and pre-albumin), utilizing serum, algorithm reported as a risk score"
2024,81504,,20240101,N,00520.00,Oncology tissue of origin,Genetic profiling on oncology biopsy lesions,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores"
2024,81506,,20240101,N,00068.92,Endo assay seven anal,"Endocrinology (type 2 diabetes), biochemical assays of seven analytes (glucose,","Endocrinology (type 2 diabetes), biochemical assays of seven analytes (glucose, hba1c, insulin, hs-crp, adiponectin, ferritin, interleukin 2-receptor alpha), utilizing serum or plasma, algorithm reporting a risk score"
2024,81507,,20240101,N,00795.00,Fetal aneuploidy trisom risk,DNA analysis using maternal plasma,"Fetal aneuploidy (trisomy 21, 18, and 13) dna sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy"
2024,81508,,20240101,N,00054.30,Ftl cgen abnor two proteins,"Fetal congenital abnormalities, biochemical assays of two proteins (papp-a, hcg","Fetal congenital abnormalities, biochemical assays of two proteins (papp-a, hcg [any form]), utilizing maternal serum, algorithm reported as a risk score"
2024,81509,,20240101,N,01487.37,Ftl cgen abnor 3 proteins,"Fetal congenital abnormalities, biochemical assays of three proteins (papp-a,","Fetal congenital abnormalities, biochemical assays of three proteins (papp-a, hcg [any form], dia), utilizing maternal serum, algorithm reported as a risk score"
2024,81510,,20240101,N,00055.54,Ftl cgen abnor three anal,"Fetal congenital abnormalities, biochemical assays of three analytes (afp, ue3,","Fetal congenital abnormalities, biochemical assays of three analytes (afp, ue3, hcg [any form]), utilizing maternal serum, algorithm reported as a risk score"
2024,81511,,20240101,N,00153.50,Ftl cgen abnor four anal,"Fetal congenital abnormalities, biochemical assays of four analytes (afp, ue3,","Fetal congenital abnormalities, biochemical assays of four analytes (afp, ue3, hcg [any form], dia) utilizing maternal serum, algorithm reported as a risk score (may include additional results from previous biochemical testing)"
2024,81512,,20240101,N,00069.52,Ftl cgen abnor five anal,"Fetal congenital abnormalities, biochemical assays of five analytes (afp, ue3,","Fetal congenital abnormalities, biochemical assays of five analytes (afp, ue3, total hcg, hyperglycosylated hcg, dia) utilizing maternal serum, algorithm reported as a risk score"
2024,81513,,20240101,N,00142.63,Nfct ds bv rna vag flu alg,Measurement of RNA of bacteria in vaginal fluid specimen,"Infectious disease, bacterial vaginosis, quantitative real-time amplification of rna markers for atopobium vaginae, gardnerella vaginalis, and lactobacillus species, utilizing vaginal-fluid specimens, algorithm reported as a positive or negative result for bacterial vaginosis"
2024,81514,,20240101,N,00262.99,Nfct ds bv&vaginitis dna alg,Measurement of DNA of bacteria in vaginal fluid specimen,"Infectious disease, bacterial vaginosis and vaginitis, quantitative real-time amplification of dna markers for gardnerella vaginalis, atopobium vaginae, megasphaera type 1, bacterial vaginosis associated bacteria-2 (bvab-2), and lactobacillus species (l. crispatus and l. jensenii), utilizing vaginal-fluid specimens, algorithm reported as a positive or negative for high likelihood of bacterial vaginosis, includes separate detection of trichomonas vaginalis and/or candida species (c. albicans, c. tropicalis, c. parapsilosis, c. dubliniensis), candida glabrata, candida krusei, when reported"
2024,81517,,20240101,N,00176.19,Liver ds alys 3 bmrk srm alg,Test for detecting 3 biomarkers associated with risk for liver disease,"Liver disease, analysis of 3 biomarkers (hyaluronic acid [ha], procollagen iii amino terminal peptide [piiinp], tissue inhibitor of metalloproteinase 1 [timp-1]), using immunoassays, utilizing serum, prognostic algorithm reported as a risk score and risk of liver fibrosis and liver-related clinical events within 5 years"
2024,81518,,20240101,N,03873.00,Onc brst mrna 11 genes,mRNA gene analysis of 11 genes in breast tumor tissue,"Oncology (breast), mrna, gene expression profiling by real-time rt-pcr of 11 genes (7 content and 4 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithms reported as percentage risk for metastatic recurrence and likelihood of benefit from extended endocrine therapy"
2024,81519,,20240101,N,03873.00,Oncology breast mrna,Test for detecting genes associated with breast cancer,"Oncology (breast), mrna, gene expression profiling by real-time rt-pcr of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score"
2024,81520,,20240101,N,02510.21,Onc breast mrna 58 genes,"Gene analysis of breast tumor tissue, profiling by hybrid capture of 58 genes","Oncology (breast), mrna gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score"
2024,81521,,20240101,N,03873.00,Onc breast mrna 70 genes,"Gene analysis of breast tumor tissue, profiling of 70 content genes and 465","Oncology (breast), mrna, microarray gene expression profiling of 70 content genes and 465 housekeeping genes, utilizing fresh frozen or formalin-fixed paraffin-embedded tissue, algorithm reported as index related to risk of distant metastasis"
2024,81522,,20240101,N,03873.00,Onc breast mrna 12 genes,mRNA gene expression analysis of 12 genes in breast tumor tissue,"Oncology (breast), mrna, gene expression profiling by rt-pcr of 12 genes (8 content and 4 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence risk score"
2024,81523,,20240101,N,03873.00,Onc brst mrna 70 cnt 31 gene,Next-generation sequencing of breast cancer profiling 70 content genes and 31,"Oncology (breast), mrna, next-generation sequencing gene expression profiling of 70 content genes and 31 housekeeping genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as index related to risk to distant metastasis"
2024,81525,,20240101,N,03116.00,Oncology colon mrna,Gene analysis (colon related cancer),"Oncology (colon), mrna, gene expression profiling by real-time rt-pcr of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score"
2024,81528,,20240101,N,00508.87,Oncology colorectal scr,Gene analysis (colorectal cancer),"Oncology (colorectal) screening, quantitative real-time target and signal amplification of 10 dna markers (kras mutations, promoter methylation of ndrg4 and bmp3) and fecal hemoglobin, utilizing stool, algorithm reported as a positive or negative result"
2024,81529,,20240101,N,07193.00,Onc cutan mlnma mrna 31 gene,mRNA gene analysis of 31 genes in skin melanoma tissue specimen,"Oncology (cutaneous melanoma), mrna, gene expression profiling by real-time rt-pcr of 31 genes (28 content and 3 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence risk, including likelihood of sentinel lymph node metastasis"
2024,81535,,20240101,N,00579.46,Oncology gynecologic,"Culture of live tumor cells and chemotherapy drug response by staining, first","Oncology (gynecologic), live tumor cell culture and chemotherapeutic response by dapi stain and morphology, predictive algorithm reported as a drug response score; first single drug or drug combination"
2024,81536,,20240101,N,00177.56,Oncology gynecologic,"Culture of live tumor cells and chemotherapy drug response by staining, each","Oncology (gynecologic), live tumor cell culture and chemotherapeutic response by dapi stain and morphology, predictive algorithm reported as a drug response score; each additional single drug or drug combination (list separately in addition to code for primary procedure)"
2024,81538,,20240101,N,02871.00,Oncology lung,Testing of lung tumor cells for prediction of survival,"Oncology (lung), mass spectrometric 8-protein signature, including amyloid a, utilizing serum, prognostic and predictive algorithm reported as good versus poor overall survival"
2024,81539,,20240101,N,00760.00,Oncology prostate prob score,Measurement of proteins associated with prostate cancer,"Oncology (high-grade prostate cancer), biochemical assay of four proteins (total psa, free psa, intact psa, and human kallikrein-2 [hk2]), utilizing plasma or serum, prognostic algorithm reported as a probability score"
2024,81540,,20240101,N,03750.00,Oncology tum unknown origin,Gene analysis (cancer),"Oncology (tumor of unknown origin), mrna, gene expression profiling by real-time rt-pcr of 92 genes (87 content and 5 housekeeping) to classify tumor into main cancer type and subtype, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a probability of a predicted main cancer type and subtype"
2024,81541,,20240101,N,03873.00,Onc prostate mrna 46 genes,"Gene analysis of prostate tumor tissue, profiling by real-time RT-PCR of 46","Oncology (prostate), mrna gene expression profiling by real-time rt-pcr of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score"
2024,81542,,20240101,N,03873.00,Onc prostate mrna 22 cnt gen,mRNA gene expression analysis of 22 genes in prostate tumor tissue,"Oncology (prostate), mrna, microarray gene expression profiling of 22 content genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as metastasis risk score"
2024,81546,,20240101,N,03600.00,"Onc thyr mrna 10,196 gen alg","mRNA gene analysis of 10,196 genes in fine needle aspiration thyroid specimen,","Oncology (thyroid), mrna, gene expression analysis of 10,196 genes, utilizing fine needle aspirate, algorithm reported as a categorical result (eg, benign or suspicious)"
2024,81551,,20240101,N,02030.00,Onc prostate 3 genes,"Gene analysis of prostate tumor tissue, profiling by real-time PCR of 3 genes","Oncology (prostate), promoter methylation profiling by real-time pcr of 3 genes (gstp1, apc, rassf1), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a likelihood of prostate cancer detection on repeat biopsy"
2024,81552,,20240101,N,07776.00,Onc uveal mlnma mrna 15 gene,mRNA gene expression analysis of 15 genes in eye melanoma o tissue or fine,"Oncology (uveal melanoma), mrna, gene expression profiling by real-time rt-pcr of 15 genes (12 content and 3 housekeeping), utilizing fine needle aspirate or formalin-fixed paraffin-embedded tissue, algorithm reported as risk of metastasis"
2024,81554,,20240101,N,05500.00,Pulm ds ipf mrna 190 gen alg,mRNA gene analysis of 190 genes associated with lung disease (idiopathic,"Pulmonary disease (idiopathic pulmonary fibrosis [ipf]), mrna, gene expression analysis of 190 genes, utilizing transbronchial biopsies, diagnostic algorithm reported as categorical result (eg, positive or negative for high probability of usual interstitial pneumonia [uip])"
2024,81560,,20240101,N,00640.73,Trnsplj pd lvr&bwl cd154+cll,Measurement of donor and third-party memory cells for transplantation medicine,"Transplantation medicine (allograft rejection, pediatric liver and small bowel), measurement of donor and third-party-induced cd154+t-cytotoxic memory cells, utilizing whole peripheral blood, algorithm reported as a rejection risk score"
2024,81595,,20240101,N,03240.00,Cardiology hrt trnspl mrna,Test for detecting genes associated with heart diseases,"Cardiology (heart transplant), mrna, gene expression profiling by real-time quantitative pcr of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score"
2024,81596,,20240101,N,00072.19,Nfct ds chrnc hcv 6 assays,Biochemical assays for evaluation of chronic Hepatitis C virus infection,"Infectious disease, chronic hepatitis c virus (hcv) infection, six biochemical assays (alt, a2-macroglobulin, apolipoprotein a-1, total bilirubin, ggt, and haptoglobin) utilizing serum, prognostic algorithm reported as scores for fibrosis and necroinflammatory activity in liver"
2024,82009,,20240101,N,00004.52,Test for acetone/ketones,"Ketone bodies analysis, qualitative","Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); qualitative"
2024,82010,,20240101,N,00008.17,Acetone assay,"Ketone bodies analysis, quantitative","Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); quantitative"
2024,82010,QW,20240101,N,00008.17,Acetone assay,"Ketone bodies analysis, quantitative","Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); quantitative"
2024,82013,,20240101,N,00012.29,Acetylcholinesterase assay,Acetylcholinesterase (enzyme) level,Acetylcholinesterase
2024,82016,,20240101,N,00016.49,Acylcarnitines qual,Chemical analysis for genetic disorder,"Acylcarnitines; qualitative, each specimen"
2024,82017,,20240101,N,00016.87,Acylcarnitines quant,Chemical test for genetic disorder,"Acylcarnitines; quantitative, each specimen"
2024,82024,,20240101,N,00038.62,Assay of acth,Adrenocorticotropic hormone (ACTH) level,Adrenocorticotropic hormone (acth)
2024,82030,,20240101,N,00025.80,Assay of adp & amp,"Adenosine, 5-monophosphate, cyclic (cyclic AMP) level","Adenosine, 5-monophosphate, cyclic (cyclic amp)"
2024,82040,,20240101,N,00004.95,Assay of serum albumin,Albumin (protein) level,"Albumin; serum, plasma or whole blood"
2024,82040,QW,20240101,N,00004.95,Assay of serum albumin,Albumin (protein) level,"Albumin; serum, plasma or whole blood"
2024,82042,,20240101,N,00007.78,Other source albumin quan ea,"Cerebrospinal fluid, or amniotic fluid albumin (protein) level","Albumin; other source, quantitative, each specimen"
2024,82042,QW,20240101,N,00007.78,Other source albumin quan ea,"Cerebrospinal fluid, or amniotic fluid albumin (protein) level","Albumin; other source, quantitative, each specimen"
2024,82043,,20240101,N,00005.78,Ur albumin quantitative,Urine microalbumin (protein) level,"Albumin; urine (eg, microalbumin), quantitative"
2024,82043,QW,20240101,N,00005.78,Ur albumin quantitative,Urine microalbumin (protein) level,"Albumin; urine (eg, microalbumin), quantitative"
2024,82044,,20240101,N,00006.23,Ur albumin semiquantitative,Urine microalbumin (protein) analysis,"Albumin; urine (eg, microalbumin), semiquantitative (eg, reagent strip assay)"
2024,82044,QW,20240101,N,00006.23,Ur albumin semiquantitative,Urine microalbumin (protein) analysis,"Albumin; urine (eg, microalbumin), semiquantitative (eg, reagent strip assay)"
2024,82045,,20240101,N,00033.94,Albumin ischemia modified,Albumin (protein) level related to restricted heart blood flow,Albumin; ischemia modified
2024,82075,,20240101,N,00030.00,Assay of breath ethanol,Measurement of alcohol level in breath specimen,Alcohol (ethanol); breath
2024,82077,,20240101,N,00017.27,Assay spec xcp ur&breath ia,Measurement of alcohol level in specimen other than breath or urine,"Alcohol (ethanol); any specimen except urine and breath, immunoassay (eg, ia, eia, elisa, ria, emit, fpia) and enzymatic methods (eg, alcohol dehydrogenase)"
2024,82085,,20240101,N,00009.71,Assay of aldolase,Aldolase (enzyme) level,Aldolase
2024,82088,,20240101,N,00040.75,Assay of aldosterone,Aldosterone hormone level,Aldosterone
2024,82103,,20240101,N,00013.44,Alpha-1-antitrypsin total,"Alpha-1-antitrypsin (protein) blood test, total",Alpha-1-antitrypsin; total
2024,82104,,20240101,N,00014.46,Alpha-1-antitrypsin pheno,"Alpha-1-antitrypsin (protein) blood test, phenotype",Alpha-1-antitrypsin; phenotype
2024,82105,,20240101,N,00016.77,Alpha-fetoprotein serum,"Alpha-fetoprotein (AFP) level, serum",Alpha-fetoprotein (afp); serum
2024,82106,,20240101,N,00017.00,Alpha-fetoprotein amniotic,"Alpha-fetoprotein (AFP) level, amniotic fluid",Alpha-fetoprotein (afp); amniotic fluid
2024,82107,,20240101,N,00064.41,Alpha-fetoprotein l3,Alpha-fetoprotein (AFP) analysis,Alpha-fetoprotein (afp); afp-l3 fraction isoform and total afp (including ratio)
2024,82108,,20240101,N,00025.48,Assay of aluminum,Aluminum level,Aluminum
2024,82120,,20240101,N,00005.99,Amines vaginal fluid qual,Vaginal fluid chemical analysis for bacteria,"Amines, vaginal fluid, qualitative"
2024,82120,QW,20240101,N,00005.99,Amines vaginal fluid qual,Vaginal fluid chemical analysis for bacteria,"Amines, vaginal fluid, qualitative"
2024,82127,,20240101,N,00014.18,Amino acid single qual,"Amino acid analysis, qualitative, each specimen","Amino acids; single, qualitative, each specimen"
2024,82128,,20240101,N,00013.87,Amino acids mult qual,"Amino acid analysis, multiple amino acids, qualitative, each specimen","Amino acids; multiple, qualitative, each specimen"
2024,82131,,20240101,N,00022.98,Amino acids single quant,"Amino acid analysis, quantitative, each specimen","Amino acids; single, quantitative, each specimen"
2024,82135,,20240101,N,00016.45,Assay aminolevulinic acid,Aminolevulinic acid (protein) level,"Aminolevulinic acid, delta (ala)"
2024,82136,,20240101,N,00019.61,Amino acids quant 2-5,"Amino acid level, 2 to 5 amino acids, quantitative, each specimen","Amino acids, 2 to 5 amino acids, quantitative, each specimen"
2024,82139,,20240101,N,00016.87,Amino acids quan 6 or more,"Amino acid level, 6 or more amino acids, quantitative, each specimen","Amino acids, 6 or more amino acids, quantitative, each specimen"
2024,82140,,20240101,N,00014.57,Assay of ammonia,Ammonia level,Ammonia
2024,82143,,20240101,N,00009.35,Amniotic fluid scan,Amniotic fluid scan,Amniotic fluid scan (spectrophotometric)
2024,82150,,20240101,N,00006.48,Assay of amylase,Amylase (enzyme) level,Amylase
2024,82150,QW,20240101,N,00006.48,Assay of amylase,Amylase (enzyme) level,Amylase
2024,82154,,20240101,N,00028.83,Androstanediol glucuronide,Androstanediol glucuronide (hormone) level,Androstanediol glucuronide
2024,82157,,20240101,N,00029.28,Assay of androstenedione,Androstenedione (hormone) level,Androstenedione
2024,82160,,20240101,N,00025.55,Assay of androsterone,Androsterone (hormone) level,Androsterone
2024,82163,,20240101,N,00020.52,Assay of angiotensin ii,Angiotensin ll (protein) level,Angiotensin ii
2024,82164,,20240101,N,00014.60,Angiotensin i enzyme test,Angiotensin l - converting enzyme (ACE) level,Angiotensin i - converting enzyme (ace)
2024,82166,,20240101,N,00038.62,Assay anti-mullerian horm,Test for anti-mullerian hormone,Anti-mullerian hormone (amh)
2024,82172,,20240101,N,00021.09,Assay of apolipoprotein,Apolipoprotein level,"Apolipoprotein, each"
2024,82175,,20240101,N,00018.97,Assay of arsenic,Arsenic level,Arsenic
2024,82180,,20240101,N,00009.89,Assay of ascorbic acid,"Ascorbic acid (Vitamin C) level, blood","Ascorbic acid (vitamin c), blood"
2024,82190,,20240101,N,00015.90,Atomic absorption,Measurement of substance using spectroscopy (light),"Atomic absorption spectroscopy, each analyte"
2024,82232,,20240101,N,00016.18,Assay of beta-2 protein,Beta-2 microglobulin (protein) level,Beta-2 microglobulin
2024,82239,,20240101,N,00017.12,Bile acids total,"Bile acids level, total",Bile acids; total
2024,82240,,20240101,N,00026.58,Bile acids cholylglycine,"Bile acids level, cholylglycine",Bile acids; cholylglycine
2024,82247,,20240101,N,00005.02,Bilirubin total,"Bilirubin level, total",Bilirubin; total
2024,82247,QW,20240101,N,00005.02,Bilirubin total,"Bilirubin level, total",Bilirubin; total
2024,82248,,20240101,N,00005.02,Bilirubin direct,"Bilirubin level, direct",Bilirubin; direct
2024,82252,,20240101,N,00004.56,Fecal bilirubin test,Stool analysis for bilirubin,"Bilirubin; feces, qualitative"
2024,82261,,20240101,N,00016.87,Assay of biotinidase,Biotinidase (enzyme) level,"Biotinidase, each specimen"
2024,82270,,20240101,N,00004.38,Occult blood feces,Stool analysis for blood to screen for colon tumors,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)"
2024,82271,,20240101,N,00005.32,Occult blood other sources,Specimen analysis for blood,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; other sources"
2024,82271,QW,20240101,N,00005.32,Occult blood other sources,Specimen analysis for blood,"Blood, occult, by peroxidase activity (eg, guaiac), qualitative; other sources"
2024,82272,,20240101,N,00004.23,Occult bld feces 1-3 tests,"Stool analysis for blood, by peroxidase activity","Blood, occult, by peroxidase activity (eg, guaiac), qualitative, feces, 1-3 simultaneous determinations, performed for other than colorectal neoplasm screening"
2024,82274,,20240101,N,00015.92,Assay test for blood fecal,"Stool analysis for blood, by fecal hemoglobin determination by immunoassay","Blood, occult, by fecal hemoglobin determination by immunoassay, qualitative, feces, 1-3 simultaneous determinations"
2024,82274,QW,20240101,N,00015.92,Assay test for blood fecal,"Stool analysis for blood, by fecal hemoglobin determination by immunoassay","Blood, occult, by fecal hemoglobin determination by immunoassay, qualitative, feces, 1-3 simultaneous determinations"
2024,82286,,20240101,N,00005.16,Assay of bradykinin,Bradykinin (protein) level,Bradykinin
2024,82300,,20240101,N,00023.64,Assay of cadmium,Cadmium level,Cadmium
2024,82306,,20240101,N,00029.60,Vitamin d 25 hydroxy,Vitamin D-3 level,"Vitamin d; 25 hydroxy, includes fraction(s), if performed"
2024,82308,,20240101,N,00026.79,Assay of calcitonin,Calcitonin (hormone) level,Calcitonin
2024,82310,,20240101,N,00005.16,Assay of calcium,"Calcium level, total",Calcium; total
2024,82310,QW,20240101,N,00005.16,Assay of calcium,"Calcium level, total",Calcium; total
2024,82330,,20240101,N,00013.68,Assay of calcium,"Calcium level, ionized",Calcium; ionized
2024,82330,QW,20240101,N,00013.68,Assay of calcium,"Calcium level, ionized",Calcium; ionized
2024,82331,,20240101,N,00013.34,Calcium infusion test,"Calcium level, after calcium infusion test",Calcium; after calcium infusion test
2024,82340,,20240101,N,00006.03,Assay of calcium in urine,Urine calcium level,"Calcium; urine quantitative, timed specimen"
2024,82355,,20240101,N,00011.58,Calculus analysis qual,Analysis of stone,Calculus; qualitative analysis
2024,82360,,20240101,N,00012.87,Calculus assay quant,Chemical analysis of stone,"Calculus; quantitative analysis, chemical"
2024,82365,,20240101,N,00012.90,Calculus spectroscopy,Infrared analysis of stone,Calculus; infrared spectroscopy
2024,82370,,20240101,N,00012.52,X-ray assay calculus,X-ray analysis of stone,Calculus; x-ray diffraction
2024,82373,,20240101,N,00018.06,Assay c-d transfer measure,Carbohydrate deficient transferrin (protein) level,Carbohydrate deficient transferrin
2024,82374,,20240101,N,00004.88,Assay blood carbon dioxide,Carbon dioxide (bicarbonate) level,Carbon dioxide (bicarbonate)
2024,82374,QW,20240101,N,00004.88,Assay blood carbon dioxide,Carbon dioxide (bicarbonate) level,Carbon dioxide (bicarbonate)
2024,82375,,20240101,N,00012.32,Assay carboxyhb quant,Carboxyhemoglobin (protein) level,Carboxyhemoglobin; quantitative
2024,82376,,20240101,N,00014.07,Assay carboxyhb qual,Carboxyhemoglobin (protein) analysis,Carboxyhemoglobin; qualitative
2024,82378,,20240101,N,00018.96,Carcinoembryonic antigen,Carcinoembryonic antigen (CEA) protein level,Carcinoembryonic antigen (cea)
2024,82379,,20240101,N,00016.87,Assay of carnitine,Carnitine level,"Carnitine (total and free), quantitative, each specimen"
2024,82380,,20240101,N,00009.22,Assay of carotene,Carotene level,Carotene
2024,82382,,20240101,N,00027.30,Assay urine catecholamines,Catecholamines (organic nitrogen) urine level,Catecholamines; total urine
2024,82383,,20240101,N,00029.08,Assay blood catecholamines,Catecholamines organic nitrogen blood level,Catecholamines; blood
2024,82384,,20240101,N,00025.25,Assay three catecholamines,Catecholamines (organic nitrogen) level,Catecholamines; fractionated
2024,82387,,20240101,N,00018.06,Assay of cathepsin-d,Cathepsin-D (enzyme) level,Cathepsin-d
2024,82390,,20240101,N,00010.74,Assay of ceruloplasmin,Ceruloplasmin (protein) level,Ceruloplasmin
2024,82397,,20240101,N,00014.12,Chemiluminescent assay,Analysis using chemiluminescent technique (light and chemical )reaction,Chemiluminescent assay
2024,82415,,20240101,N,00012.67,Assay of chloramphenicol,Chloramphenicol level,Chloramphenicol
2024,82435,,20240101,N,00004.60,Assay of blood chloride,Blood chloride level,Chloride; blood
2024,82435,QW,20240101,N,00004.60,Assay of blood chloride,Blood chloride level,Chloride; blood
2024,82436,,20240101,N,00005.75,Assay of urine chloride,Urine chloride level,Chloride; urine
2024,82438,,20240101,N,00005.00,Assay other fluid chlorides,Chloride level,Chloride; other source
2024,82441,,20240101,N,00006.01,Test for chlorohydrocarbons,Screening test for chlorinated hydrocarbons,"Chlorinated hydrocarbons, screen"
2024,82465,,20240101,N,00004.35,Assay bld/serum cholesterol,Cholesterol level,"Cholesterol, serum or whole blood, total"
2024,82465,QW,20240101,N,00004.35,Assay bld/serum cholesterol,Cholesterol level,"Cholesterol, serum or whole blood, total"
2024,82480,,20240101,N,00007.87,Assay serum cholinesterase,"Cholinesterase (enzyme) level, to test for exposure to chemical or liver disease",Cholinesterase; serum
2024,82482,,20240101,N,00009.81,Assay rbc cholinesterase,Cholinesterase (enzyme) level,Cholinesterase; rbc
2024,82485,,20240101,N,00020.65,Assay chondroitin sulfate,Chondroitin B sulfate (protein) level,"Chondroitin b sulfate, quantitative"
